time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160714:2110,0,0,0,0,0,11.65,2.15,0
20160714:2210,0,0,0,0,0,11.26,1.77,0
20160714:2310,0,0,0,0,0,10.88,1.4,0
20160715:0010,0,0,0,0,0,10.49,1.02,0
20160715:0110,0,0,0,0,0,10.06,1.07,0
20160715:0210,0,0,0,0,0,9.64,1.12,0
20160715:0310,0,0,0,0,0,9.21,1.17,0
20160715:0410,1700,0,9.35,0.21,3.01,9.55,1.25,0
20160715:0510,35900,0,56.1,1.25,12.28,9.88,1.33,0
20160715:0610,126320,31.39,138.04,4.43,22.15,10.22,1.41,0
20160715:0710,256960,103.98,209.04,7.07,32.27,11.07,1.89,0
20160715:0810,431710,278.08,234.5,10.55,42.29,11.92,2.37,0
20160715:0910,219130,4.96,261.79,5.57,51.67,12.77,2.86,0
20160715:1010,417230,107.03,391.22,9.89,59.43,13.6,3.08,0
20160715:1110,76990,0,105.85,2.22,63.8,14.44,3.31,0
20160715:1210,417000,96.93,404.04,9.89,62.97,15.27,3.53,0
20160715:1310,265570,13.22,309.8,6.69,57.36,15.48,3.6,0
20160715:1410,268700,27.04,299.47,6.69,48.97,15.69,3.67,0
20160715:1510,446840,300.26,235.08,9.98,39.32,15.9,3.74,0
20160715:1610,285980,163.02,187.08,7.07,29.22,15.54,3.55,0
20160715:1710,32760,0,53.38,1.12,19.14,15.18,3.36,0
20160715:1810,22940,0,40.8,0.91,9.42,14.82,3.17,0
20160715:1910,0,0,0,0,0,14.08,2.58,0
20160715:2010,0,0,0,0,0,13.35,1.99,0
20160715:2110,0,0,0,0,0,12.61,1.39,0
20160715:2210,0,0,0,0,0,12.29,1.53,0
20160715:2310,0,0,0,0,0,11.96,1.67,0
20160716:0010,0,0,0,0,0,11.64,1.81,0
20160716:0110,0,0,0,0,0,10.58,1.94,0
20160716:0210,0,0,0,0,0,9.52,2.06,0
20160716:0310,0,0,0,0,0,8.45,2.19,0
20160716:0410,2140,0,10.2,0.23,2.87,9.48,1.96,0
20160716:0510,38620,0,59.5,1.33,12.15,10.5,1.73,0
20160716:0610,108670,86.45,80.28,5.8,22.02,11.53,1.5,0
20160716:0710,299900,264.55,107.18,9.09,32.14,13.02,2.05,0
20160716:0810,490850,474.6,114.29,12.26,42.16,14.51,2.6,0
20160716:0910,633490,625.58,142.44,14.59,51.53,16.01,3.14,0
20160716:1010,731020,739,162.34,16.24,59.27,17.08,3.35,0
20160716:1110,783220,809.27,168.08,17.07,63.64,18.16,3.56,0
20160716:1210,777470,785.69,187.55,16.77,62.82,19.23,3.77,0
20160716:1310,737080,743.99,174.6,15.82,57.23,19.59,3.75,0
20160716:1410,647900,643.98,155.29,14,48.86,19.95,3.73,0
20160716:1510,480530,400.39,187.86,10.82,39.23,20.31,3.71,0
20160716:1610,327960,284.4,125.55,8.24,29.13,19.72,3.31,0
20160716:1710,137750,115.07,86.34,5.04,19.05,19.13,2.9,0
20160716:1810,26390,0,45.9,1.02,9.32,18.54,2.5,0
20160716:1910,0,0,0,0,0,17.41,2.34,0
20160716:2010,0,0,0,0,0,16.29,2.18,0
20160716:2110,0,0,0,0,0,15.16,2.03,0
20160716:2210,0,0,0,0,0,14.87,1.73,0
20160716:2310,0,0,0,0,0,14.59,1.44,0
20160717:0010,0,0,0,0,0,14.3,1.14,0
20160717:0110,0,0,0,0,0,13.37,1.3,0
20160717:0210,0,0,0,0,0,12.44,1.45,0
20160717:0310,0,0,0,0,0,11.51,1.6,0
20160717:0410,1250,0,8.5,0.19,2.73,12.56,1.63,0
20160717:0510,33170,0,53.55,1.19,12.02,13.6,1.66,0
20160717:0610,103630,92.52,72.23,5.89,21.89,14.65,1.7,0
20160717:0710,295600,274.03,99.96,9.17,32.01,16.52,1.6,0
20160717:0810,478620,482.83,108.64,12.3,42.03,18.39,1.5,0
20160717:0910,610370,636.78,135.58,14.65,51.39,20.26,1.41,0
20160717:1010,700170,753.04,153.23,16.29,59.12,21.53,1.52,0
20160717:1110,751050,840.17,148.26,17.22,63.47,22.81,1.63,0
20160717:1210,760870,878.96,129.46,17.3,62.67,24.08,1.74,0
20160717:1310,712160,773.17,156.96,15.97,57.1,24.4,2.06,0
20160717:1410,631090,668.29,140.96,14.13,48.75,24.72,2.39,0
20160717:1510,499610,502.12,129.08,11.52,39.13,25.03,2.72,0
20160717:1610,326800,312.46,107.57,8.43,29.03,24.32,2.41,0
20160717:1710,134550,121.88,80.95,5.1,18.95,23.61,2.11,0
20160717:1810,25130,0,45.05,1,9.22,22.89,1.81,0
20160717:1910,0,0,0,0,0,21.56,1.96,0
20160717:2010,0,0,0,0,0,20.24,2.11,0
20160717:2110,0,0,0,0,0,18.91,2.26,0
20160717:2210,0,0,0,0,0,18.28,2.01,0
20160717:2310,0,0,0,0,0,17.66,1.76,0
20160718:0010,0,0,0,0,0,17.03,1.5,0
20160718:0110,0,0,0,0,0,16.6,1.43,0
20160718:0210,0,0,0,0,0,16.17,1.35,0
20160718:0310,0,0,0,0,0,15.74,1.27,0
20160718:0410,0,0,0,0,0,16.59,1.18,0
20160718:0510,31830,0,52.7,1.17,11.88,17.43,1.09,0
20160718:0610,99890,93.46,69.73,5.87,21.75,18.28,0.99,0
20160718:0710,287260,268.01,103.75,9.08,31.88,20.17,0.91,0
20160718:0810,465620,482.12,108.78,12.26,41.89,22.06,0.83,0
20160718:0910,592020,637.11,134.73,14.61,51.24,23.95,0.74,0
20160718:1010,686720,767.19,144.08,16.35,58.95,24.85,1.12,0
20160718:1110,738420,840.71,148.45,17.2,63.3,25.76,1.5,0
20160718:1210,753370,879.59,129.64,17.28,62.51,26.67,1.88,0
20160718:1310,705030,773.7,156.08,15.93,56.97,26.9,2.24,0
20160718:1410,618070,643.75,155.7,13.94,48.64,27.12,2.61,0
20160718:1510,494750,502.51,128.25,11.48,39.02,27.34,2.98,0
20160718:1610,322130,307.06,110.64,8.36,28.93,26.47,2.69,0
20160718:1710,132950,121.12,81.12,5.06,18.84,25.6,2.41,0
20160718:1810,26170,0,46.75,1.04,9.1,24.72,2.12,0
20160718:1910,0,0,0,0,0,23.09,2.14,0
20160718:2010,0,0,0,0,0,21.45,2.15,0
20160718:2110,0,0,0,0,0,19.82,2.17,0
20160718:2210,0,0,0,0,0,19.16,2.01,0
20160718:2310,0,0,0,0,0,18.51,1.86,0
20160719:0010,0,0,0,0,0,17.85,1.71,0
20160719:0110,0,0,0,0,0,17.42,1.65,0
20160719:0210,0,0,0,0,0,16.99,1.58,0
20160719:0310,0,0,0,0,0,16.55,1.52,0
20160719:0410,0,0,0,0,0,17.41,1.54,0
20160719:0510,31710,0,52.7,1.17,11.74,18.26,1.56,0
20160719:0610,99630,90.97,71.63,5.8,21.62,19.12,1.59,0
20160719:0710,286460,267.2,103.88,9.04,31.75,21.16,1.46,0
20160719:0810,463140,472.4,114.73,12.14,41.75,23.2,1.34,0
20160719:0910,592800,636.49,134.9,14.57,51.09,25.25,1.21,0
20160719:1010,680590,752.9,152.55,16.22,58.79,26.25,1.32,0
20160719:1110,731460,840.21,148.63,17.17,63.12,27.26,1.43,0
20160719:1210,738190,863.64,139.47,17.15,62.34,28.27,1.53,0
20160719:1310,694250,773.18,157.37,15.92,56.82,28.62,1.8,0
20160719:1410,615340,668.27,141.37,14.08,48.51,28.97,2.07,0
20160719:1510,487450,501.9,129.5,11.46,38.91,29.31,2.34,0
20160719:1610,319490,311.98,107.96,8.37,28.82,28.47,2.13,0
20160719:1710,131470,121.06,81.26,5.04,18.73,27.63,1.91,0
20160719:1810,24620,0,45.05,1,8.98,26.78,1.7,0
20160719:1910,0,0,0,0,0,25.06,1.89,0
20160719:2010,0,0,0,0,0,23.34,2.09,0
20160719:2110,0,0,0,0,0,21.62,2.29,0
20160719:2210,0,0,0,0,0,20.72,1.99,0
20160719:2310,0,0,0,0,0,19.81,1.69,0
20160720:0010,0,0,0,0,0,18.91,1.39,0
20160720:0110,0,0,0,0,0,18.17,1.31,0
20160720:0210,0,0,0,0,0,17.44,1.24,0
20160720:0310,0,0,0,0,0,16.7,1.16,0
20160720:0410,0,0,0,0,0,17.74,1.42,0
20160720:0510,31630,0,52.7,1.17,11.59,18.79,1.67,0
20160720:0610,99390,88.49,73.54,5.72,21.48,19.83,1.93,0
20160720:0710,283520,266.43,103.13,8.98,31.61,22.36,1.46,0
20160720:0810,456890,471.76,114.89,12.11,41.61,24.89,0.99,0
20160720:0910,578520,635.93,135.08,14.53,50.94,27.43,0.52,0
20160720:1010,664780,752.39,153.8,16.2,58.62,28.51,0.73,0
20160720:1110,714620,840.87,147.75,17.13,62.93,29.6,0.93,0
20160720:1210,723230,863.26,140.76,17.13,62.17,30.68,1.13,0
20160720:1310,677540,759.35,166.03,15.8,56.68,31.04,1.43,0
20160720:1410,601200,655.74,148.88,13.96,48.39,31.39,1.73,0
20160720:1510,477170,492.96,134.76,11.37,38.79,31.74,2.03,0
20160720:1610,310410,294.32,118.72,8.2,28.71,30.68,1.91,0
20160720:1710,129600,122.42,79.59,5.02,18.61,29.63,1.79,0
20160720:1810,26880,0,48.45,1.08,8.86,28.57,1.67,0
20160720:1910,0,0,0,0,0,27.62,1.49,0
20160720:2010,0,0,0,0,0,26.68,1.32,0
20160720:2110,0,0,0,0,0,25.73,1.14,0
20160720:2210,0,0,0,0,0,24.41,1.2,0
20160720:2310,0,0,0,0,0,23.08,1.25,0
20160721:0010,0,0,0,0,0,21.76,1.3,0
20160721:0110,0,0,0,0,0,21.32,1.78,0
20160721:0210,0,0,0,0,0,20.88,2.26,0
20160721:0310,0,0,0,0,0,20.44,2.74,0
20160721:0410,0,0,0,0,0,20.08,2.57,0
20160721:0510,32170,0,53.55,1.19,11.45,19.72,2.39,0
20160721:0610,111170,56.63,109.23,5.02,21.34,19.36,2.21,0
20160721:0710,141860,6.74,179.13,3.92,31.47,20.55,2,0
20160721:0810,411330,288.34,226.35,10.5,41.46,21.75,1.78,0
20160721:0910,463590,258.99,327.53,11.31,50.78,22.95,1.57,0
20160721:1010,283310,25.49,334.47,7.41,58.44,23.57,1.77,0
20160721:1110,638320,490.47,337.22,14.68,62.75,24.2,1.96,0
20160721:1210,723220,726.91,222.74,16.26,61.99,24.83,2.15,0
20160721:1310,133150,0,179.13,3.75,56.52,25.26,1.78,0
20160721:1410,297270,58.17,323.18,7.64,48.25,25.69,1.42,0
20160721:1510,27480,0,48.85,1.02,38.67,26.11,1.05,0
20160721:1610,46410,0,73.28,1.53,28.59,25.66,1.17,0
20160721:1710,12630,0,28.05,0.59,18.49,25.22,1.3,0
20160721:1810,12690,0,28.05,0.63,8.73,24.77,1.42,0
20160721:1910,0,0,0,0,0,23.44,1.59,0
20160721:2010,0,0,0,0,0,22.11,1.75,0
20160721:2110,0,0,0,0,0,20.78,1.92,0
20160721:2210,0,0,0,0,0,20.64,1.54,0
20160721:2310,0,0,0,0,0,20.51,1.16,0
20160722:0010,0,0,0,0,0,20.37,0.79,0
20160722:0110,0,0,0,0,0,19.52,0.94,0
20160722:0210,0,0,0,0,0,18.67,1.1,0
20160722:0310,0,0,0,0,0,17.82,1.26,0
20160722:0410,0,0,0,0,0,18.26,1.39,0
20160722:0510,35000,0,56.95,1.27,11.3,18.71,1.53,0
20160722:0610,109150,58.9,105.44,5.04,21.19,19.15,1.67,0
20160722:0710,223930,75.07,211.63,6.33,31.32,20.31,1.29,0
20160722:0810,221760,23.71,259.22,5.89,41.32,21.48,0.91,0
20160722:0910,264820,29.18,309.16,6.97,50.62,22.65,0.52,0
20160722:1010,318210,46.84,358.55,8.24,58.26,22.87,0.69,0
20160722:1110,275080,17.6,333.78,7.26,62.55,23.09,0.85,0
20160722:1210,46240,0,72.38,1.52,61.8,23.31,1.01,0
20160722:1310,73480,0,105.85,2.22,56.36,23.2,1.39,0
20160722:1410,116450,0,157.42,3.3,48.11,23.08,1.78,0
20160722:1510,375180,204.33,265.93,8.85,38.54,22.96,2.17,0
20160722:1610,269360,157.86,185.24,6.82,28.46,22.22,2.12,0
20160722:1710,131890,102.44,92.04,4.7,18.36,21.49,2.07,0
20160722:1810,29340,0,50.15,1.12,8.59,20.75,2.03,0
20160722:1910,0,0,0,0,0,20.23,1.81,0
20160722:2010,0,0,0,0,0,19.72,1.6,0
20160722:2110,0,0,0,0,0,19.2,1.38,0
20160722:2210,0,0,0,0,0,19.07,1.24,0
20160722:2310,0,0,0,0,0,18.95,1.09,0
20160723:0010,0,0,0,0,0,18.82,0.95,0
20160723:0110,0,0,0,0,0,18.09,0.79,0
20160723:0210,0,0,0,0,0,17.36,0.63,0
20160723:0310,0,0,0,0,0,16.63,0.47,0
20160723:0410,0,0,0,0,0,16.94,0.61,0
20160723:0510,2900,0,11.9,0.27,11.15,17.26,0.75,0
20160723:0610,105580,12.15,132.92,3.37,21.05,17.57,0.9,0
20160723:0710,233010,88.86,207.13,6.57,31.18,18.39,1.05,0
20160723:0810,221570,21.95,257.32,5.82,41.17,19.21,1.21,0
20160723:0910,318830,63.56,334.21,8.07,50.46,20.03,1.37,0
20160723:1010,429940,149.38,390.81,10.5,58.08,20.92,1.3,0
20160723:1110,327530,42.99,370.24,8.39,62.35,21.81,1.23,0
20160723:1210,439430,148.97,409.97,10.72,61.61,22.7,1.16,0
20160723:1310,354730,78.51,370.42,8.89,56.19,22.27,1,0
20160723:1410,296730,55.18,320.18,7.52,47.96,21.84,0.85,0
20160723:1510,311540,115.18,277.86,7.64,38.4,21.41,0.69,0
20160723:1610,130800,8.59,165.19,3.62,28.33,21.07,0.7,0
20160723:1710,133610,128.07,73.68,4.98,18.23,20.73,0.71,0
20160723:1810,20340,0,38.25,0.85,8.45,20.39,0.72,0
20160723:1910,0,0,0,0,0,19.64,0.93,0
20160723:2010,0,0,0,0,0,18.88,1.14,0
20160723:2110,0,0,0,0,0,18.13,1.35,0
20160723:2210,0,0,0,0,0,17.97,1.06,0
20160723:2310,0,0,0,0,0,17.82,0.76,0
20160724:0010,0,0,0,0,0,17.66,0.47,0
20160724:0110,0,0,0,0,0,16.91,0.6,0
20160724:0210,0,0,0,0,0,16.17,0.73,0
20160724:0310,0,0,0,0,0,15.42,0.86,0
20160724:0410,0,0,0,0,0,16.28,0.61,0
20160724:0510,23910,0,42.5,0.95,10.99,17.14,0.37,0
20160724:0610,107200,57.85,104.01,4.95,20.9,18,0.12,0
20160724:0710,209300,55.91,211.81,5.84,31.03,18.42,0.23,0
20160724:0810,401130,268.77,234.02,10.19,41.01,18.84,0.33,0
20160724:0910,541700,438.98,250.01,12.94,50.29,19.26,0.43,0
20160724:1010,470050,206.43,387.44,11.31,57.89,20,0.74,0
20160724:1110,529120,269.58,403.64,12.45,62.15,20.75,1.06,0
20160724:1210,507290,234.65,408.75,11.94,61.41,21.49,1.38,0
20160724:1310,537160,313.7,367.03,12.26,56.02,21.47,1.57,0
20160724:1410,621660,618.7,171.59,13.6,47.81,21.45,1.76,0
20160724:1510,494790,472.91,145.73,11.08,38.26,21.43,1.94,0
20160724:1610,322850,292.53,117.64,8.03,28.19,21.19,1.86,0
20160724:1710,132200,111.54,84.95,4.76,18.09,20.96,1.78,0
20160724:1810,24130,0,43.35,0.97,8.31,20.72,1.7,0
20160724:1910,0,0,0,0,0,19.66,1.76,0
20160724:2010,0,0,0,0,0,18.59,1.82,0
20160724:2110,0,0,0,0,0,17.53,1.88,0
20160724:2210,0,0,0,0,0,17.55,1.55,0
20160724:2310,0,0,0,0,0,17.58,1.22,0
20160725:0010,0,0,0,0,0,17.6,0.9,0
20160725:0110,0,0,0,0,0,17.52,0.97,0
20160725:0210,0,0,0,0,0,17.44,1.05,0
20160725:0310,0,0,0,0,0,17.36,1.13,0
20160725:0410,0,0,0,0,0,17.68,0.94,0
20160725:0510,37130,0,59.5,1.33,10.84,18.01,0.75,0
20160725:0610,103790,64.98,95.2,5.08,20.75,18.33,0.57,0
20160725:0710,268850,193.33,151.12,8.01,30.88,18.75,0.88,0
20160725:0810,396370,251.18,241.23,9.97,40.86,19.18,1.2,0
20160725:0910,525360,378.3,278.32,12.37,50.12,19.61,1.52,0
20160725:1010,544970,320.61,363.54,12.64,57.7,20.13,1.79,0
20160725:1110,667860,534.95,316.61,14.91,61.94,20.66,2.06,0
20160725:1210,300670,28.14,347.78,7.69,61.2,21.19,2.33,0
20160725:1310,128190,0,170.08,3.56,55.84,21.71,2.63,0
20160725:1410,453530,232,332.27,10.38,47.65,22.23,2.92,0
20160725:1510,408330,260.68,246.68,9.34,38.11,22.75,3.21,0
20160725:1610,224100,85.74,200.05,5.74,28.05,22.06,2.86,0
20160725:1710,129500,97.01,93.52,4.53,17.94,21.37,2.51,0
20160725:1810,26090,0,45.9,1.02,8.15,20.68,2.17,0
20160725:1910,0,0,0,0,0,19.67,2.06,0
20160725:2010,0,0,0,0,0,18.65,1.95,0
20160725:2110,0,0,0,0,0,17.64,1.85,0
20160725:2210,0,0,0,0,0,17.85,1.43,0
20160725:2310,0,0,0,0,0,18.06,1,0
20160726:0010,0,0,0,0,0,18.27,0.58,0
20160726:0110,0,0,0,0,0,17.87,0.74,0
20160726:0210,0,0,0,0,0,17.48,0.9,0
20160726:0310,0,0,0,0,0,17.08,1.06,0
20160726:0410,0,0,0,0,0,17.43,0.95,0
20160726:0510,18100,0,34.85,0.78,10.68,17.79,0.83,0
20160726:0610,99890,73.48,84.74,5.23,20.59,18.14,0.72,0
20160726:0710,275960,224.47,130,8.34,30.73,18.91,0.97,0
20160726:0810,449740,402.42,158.43,11.35,40.7,19.68,1.21,0
20160726:0910,585680,554.29,185.35,13.76,49.95,20.45,1.46,0
20160726:1010,609290,466.58,308.6,13.94,57.51,20.73,1.58,0
20160726:1110,621550,437.47,356.14,14.08,61.72,21.02,1.7,0
20160726:1210,711860,663.5,257.26,15.67,60.99,21.31,1.82,0
20160726:1310,530490,297.3,370.8,12.05,55.65,21.95,2.22,0
20160726:1410,422260,190.39,336.73,9.83,47.49,22.59,2.61,0
20160726:1510,482860,436.74,166.08,10.76,37.96,23.22,3.01,0
20160726:1610,318120,280.64,123.82,7.86,27.9,22.38,2.67,0
20160726:1710,130810,118.72,77.95,4.76,17.79,21.54,2.33,0
20160726:1810,21590,0,39.95,0.89,7.99,20.7,1.99,0
20160726:1910,0,0,0,0,0,19.52,1.85,0
20160726:2010,0,0,0,0,0,18.34,1.72,0
20160726:2110,0,0,0,0,0,17.16,1.59,0
20160726:2210,0,0,0,0,0,17.19,1.15,0
20160726:2310,0,0,0,0,0,17.22,0.72,0
20160727:0010,0,0,0,0,0,17.25,0.29,0
20160727:0110,0,0,0,0,0,17.05,0.55,0
20160727:0210,0,0,0,0,0,16.85,0.8,0
20160727:0310,0,0,0,0,0,16.64,1.06,0
20160727:0410,0,0,0,0,0,17.06,1.17,0
20160727:0510,11440,0,25.5,0.57,10.51,17.49,1.28,0
20160727:0610,75240,1.32,104.71,2.25,20.44,17.91,1.39,0
20160727:0710,194830,40.48,207.42,5.34,30.57,18.38,1.64,0
20160727:0810,204060,14.82,242.43,5.36,40.54,18.86,1.88,0
20160727:0910,268600,28.56,305.58,6.88,49.77,19.34,2.12,0
20160727:1010,347460,63.6,366.07,8.64,57.31,19.54,2.25,0
20160727:1110,739670,720.25,222.44,16.16,61.5,19.74,2.37,0
20160727:1210,644110,462.72,348.03,14.13,60.78,19.94,2.5,0
20160727:1310,443000,164.36,384.07,10.36,55.46,20.28,2.54,0
20160727:1410,627050,606.45,178.57,13.41,47.32,20.62,2.59,0
20160727:1510,456160,360.1,204.33,10.14,37.8,20.95,2.63,0
20160727:1610,316610,269.3,129.74,7.73,27.74,20.32,2.44,0
20160727:1710,131400,122.39,74.45,4.76,17.63,19.7,2.25,0
20160727:1810,3800,0,13.6,0.3,7.83,19.07,2.06,0
20160727:1910,0,0,0,0,0,18.33,1.48,0
20160727:2010,0,0,0,0,0,17.58,0.91,0
20160727:2110,0,0,0,0,0,16.84,0.33,0
20160727:2210,0,0,0,0,0,16.23,0.58,0
20160727:2310,0,0,0,0,0,15.61,0.84,0
20160728:0010,0,0,0,0,0,15,1.09,0
20160728:0110,0,0,0,0,0,15.12,0.93,0
20160728:0210,0,0,0,0,0,15.25,0.77,0
20160728:0310,0,0,0,0,0,15.37,0.61,0
20160728:0410,0,0,0,0,0,15.95,0.68,0
20160728:0510,34680,0,56.1,1.25,10.35,16.52,0.75,0
20160728:0610,108860,29.94,124.47,4.04,20.28,17.1,0.83,0
20160728:0710,283820,265.31,99.01,8.66,30.41,18.26,1.13,0
20160728:0810,464070,449.69,127.11,11.63,40.37,19.43,1.43,0
20160728:0910,432870,300.2,236.01,10.12,49.59,20.6,1.74,0
20160728:1010,600290,436.69,321.51,13.64,57.1,21.14,2.16,0
20160728:1110,422410,122.78,403.9,10.23,61.28,21.69,2.58,0
20160728:1210,502450,221.21,406.98,11.65,60.56,22.23,3.01,0
20160728:1310,498730,245.54,378.39,11.41,55.26,22.55,2.95,0
20160728:1410,86570,0,121.23,2.54,47.14,22.87,2.9,0
20160728:1510,385440,224.83,256.42,8.89,37.64,23.19,2.84,0
20160728:1610,212810,75.22,197.78,5.48,27.58,22.5,2.52,0
20160728:1710,123200,77.44,102.44,4.15,17.47,21.81,2.21,0
20160728:1810,21540,0,39.95,0.89,7.66,21.11,1.89,0
20160728:1910,0,0,0,0,0,20.18,1.66,0
20160728:2010,0,0,0,0,0,19.24,1.44,0
20160728:2110,0,0,0,0,0,18.31,1.21,0
20160728:2210,0,0,0,0,0,18.03,1.13,0
20160728:2310,0,0,0,0,0,17.75,1.05,0
20160729:0010,0,0,0,0,0,17.47,0.97,0
20160729:0110,0,0,0,0,0,17.2,1.07,0
20160729:0210,0,0,0,0,0,16.93,1.18,0
20160729:0310,0,0,0,0,0,16.65,1.28,0
20160729:0410,0,0,0,0,0,16.91,1.41,0
20160729:0510,27220,0,46.75,1.04,10.18,17.18,1.54,0
20160729:0610,95120,80.43,74.09,5.27,20.12,17.44,1.67,0
20160729:0710,283260,254.85,106.57,8.53,30.25,18.32,2,0
20160729:0810,451520,392.52,162.97,11.14,40.21,19.2,2.32,0
20160729:0910,492830,299.64,309.04,11.5,49.41,20.08,2.65,0
20160729:1010,524260,281.83,370.81,12.09,56.89,21.12,2.85,0
20160729:1110,698710,606.61,282.31,15.31,61.05,22.17,3.05,0
20160729:1210,618940,420.88,362.53,13.72,60.33,23.22,3.26,0
20160729:1310,685610,640.73,233.25,14.72,55.06,23.96,3.4,0
20160729:1410,554190,432.75,265.07,12.11,46.96,24.7,3.54,0
20160729:1510,467020,404.96,181.39,10.4,37.47,25.44,3.68,0
20160729:1610,317650,294.48,114,7.84,27.42,24.84,2.91,0
20160729:1710,128090,132.13,66.51,4.79,17.3,24.25,2.15,0
20160729:1810,20610,0,39.1,0.87,7.49,23.65,1.38,0
20160729:1910,0,0,0,0,0,22.6,1.53,0
20160729:2010,0,0,0,0,0,21.55,1.67,0
20160729:2110,0,0,0,0,0,20.5,1.82,0
20160729:2210,0,0,0,0,0,19.52,1.52,0
20160729:2310,0,0,0,0,0,18.54,1.21,0
20160730:0010,0,0,0,0,0,17.56,0.91,0
20160730:0110,0,0,0,0,0,17.3,0.89,0
20160730:0210,0,0,0,0,0,17.04,0.87,0
20160730:0310,0,0,0,0,0,16.78,0.86,0
20160730:0410,0,0,0,0,0,17.49,1.29,0
20160730:0510,26420,0,45.9,1.02,10.01,18.21,1.72,0
20160730:0610,106290,39.94,115.44,4.3,19.96,18.92,2.15,0
20160730:0710,253950,153.87,171.52,7.35,30.09,20.71,2.23,0
20160730:0810,356580,181.53,264.65,8.98,40.04,22.5,2.3,0
20160730:0910,597500,609.39,151.47,13.98,49.22,24.3,2.37,0
20160730:1010,688210,709.88,180.01,15.56,56.68,25.35,2.76,0
20160730:1110,749180,809.21,170.34,16.6,60.81,26.4,3.15,0
20160730:1210,749810,800.79,180.58,16.39,60.1,27.45,3.54,0
20160730:1310,554330,355.63,352.87,12.49,54.84,27.65,3.92,0
20160730:1410,588380,531.18,218.45,12.79,46.77,27.85,4.3,0
20160730:1510,163840,7.59,209.66,4.51,37.29,28.04,4.68,0
20160730:1610,181010,46.37,191.99,4.83,27.25,26.98,3.83,0
20160730:1710,71400,5.98,99.51,2.24,17.13,25.92,2.98,0
20160730:1810,19260,0,37.4,0.83,7.3,24.86,2.14,0
20160730:1910,0,0,0,0,0,23.73,1.89,0
20160730:2010,0,0,0,0,0,22.6,1.64,0
20160730:2110,0,0,0,0,0,21.47,1.39,0
20160730:2210,0,0,0,0,0,20.75,1.22,0
20160730:2310,0,0,0,0,0,20.02,1.05,0
20160731:0010,0,0,0,0,0,19.3,0.88,0
20160731:0110,0,0,0,0,0,19.07,1.2,0
20160731:0210,0,0,0,0,0,18.84,1.53,0
20160731:0310,0,0,0,0,0,18.6,1.85,0
20160731:0410,0,0,0,0,0,18.77,1.87,0
20160731:0510,28950,0,49.3,1.1,9.84,18.95,1.89,0
20160731:0610,67110,0.89,95.75,2.05,19.79,19.12,1.9,0
20160731:0710,52490,0,78.71,1.65,29.93,19.09,1.94,0
20160731:0810,59230,0,86.85,1.82,39.86,19.06,1.97,0
20160731:0910,91930,0,125.75,2.63,49.04,19.03,2,0
20160731:1010,494640,231.15,379.83,11.44,56.47,19.15,2.43,0
20160731:1110,58480,0,85.95,1.8,60.57,19.28,2.86,0
20160731:1210,284840,20.59,331.57,7.24,59.86,19.41,3.28,0
20160731:1310,48680,0,74.18,1.55,54.63,19.8,3.13,0
20160731:1410,39800,0,63.33,1.33,46.57,20.19,2.98,0
20160731:1510,57350,0,85.04,1.78,37.11,20.58,2.83,0
20160731:1610,31970,0,53.38,1.12,27.07,19.89,2.94,0
20160731:1710,59510,1.5,85.95,1.84,16.95,19.21,3.06,0
20160731:1810,1990,0,10.2,0.23,7.12,18.52,3.17,0
20160731:1910,0,0,0,0,0,17.85,2.86,0
20160731:2010,0,0,0,0,0,17.18,2.54,0
20160731:2110,0,0,0,0,0,16.51,2.22,0
20160731:2210,0,0,0,0,0,16.25,2.02,0
20160731:2310,0,0,0,0,0,16,1.83,0
20160801:0010,0,0,0,0,0,15.74,1.63,0
20160801:0110,0,0,0,0,0,15.19,1.72,0
20160801:0210,0,0,0,0,0,14.64,1.82,0
20160801:0310,0,0,0,0,0,14.1,1.92,0
20160801:0410,0,0,0,0,0,14.3,1.76,0
20160801:0510,30970,0,51,1.14,9.67,14.51,1.6,0
20160801:0610,105450,43.89,109.6,4.34,19.63,14.72,1.43,0
20160801:0710,269880,190.38,148.91,7.73,29.76,15.48,1.55,0
20160801:0810,436450,337.51,194.88,10.57,39.69,16.23,1.66,0
20160801:0910,528540,369.9,279.97,12.07,48.84,16.99,1.78,0
20160801:1010,92420,0,125.75,2.63,56.25,17.99,2.11,0
20160801:1110,740390,708.92,230.21,15.92,60.33,19,2.44,0
20160801:1210,713960,626.49,276.89,15.21,59.61,20.01,2.77,0
20160801:1310,621500,460.23,317.78,13.34,54.41,20.38,2.8,0
20160801:1410,540680,389.5,281.62,11.65,46.37,20.74,2.82,0
20160801:1510,491630,452.49,155.97,10.63,36.92,21.1,2.84,0
20160801:1610,317860,282.07,119.56,7.62,26.89,20.57,2.41,0
20160801:1710,122550,90.89,90.23,4.17,16.77,20.04,1.99,0
20160801:1810,19190,0,36.55,0.81,6.93,19.52,1.56,0
20160801:1910,0,0,0,0,0,18.83,1.48,0
20160801:2010,0,0,0,0,0,18.14,1.39,0
20160801:2110,0,0,0,0,0,17.46,1.31,0
20160801:2210,0,0,0,0,0,16.51,1.17,0
20160801:2310,0,0,0,0,0,15.57,1.03,0
20160802:0010,0,0,0,0,0,14.63,0.88,0
20160802:0110,0,0,0,0,0,14.46,0.92,0
